artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
QUEEN BEE,Fire (Full Edition),火炎,59,215973,False,0.521,0.933,11,-4.874,0,0.179,0.034,2.07e-05,0.33,0.607,169.842,4,j-rock
Old Crow Medicine Show,Tennessee Pusher,Mary's Kitchen,24,163093,False,0.44,0.878,11,-4.216,0,0.0864,0.249,6.58e-05,0.117,0.492,202.037,3,bluegrass
Le Castle Vania,Payday,Use of Force,41,225730,False,0.592,0.886,2,-2.775,1,0.0311,6.45e-05,0.804,0.302,0.136,117.0,4,club
Almafuerte,Mundo Guanaco,Desencuentro,39,136893,False,0.388,0.86,1,-7.221,1,0.0781,8.61e-05,0.0,0.088,0.535,145.323,4,heavy-metal
Banda Eva,Lugar Da Alegria,Tão Sonhada,43,213146,False,0.689,0.711,8,-9.97,1,0.0491,0.64,0.00264,0.0969,0.677,92.034,4,mpb
AGA,Ginadoll,Wonderful U,51,248551,False,0.557,0.436,6,-8.569,1,0.0676,0.809,0.0,0.151,0.246,179.997,3,cantopop
Sikdope;LOUD ABOUT US!,Slow It Down,Slow It Down,48,188800,True,0.534,0.904,11,-4.159,0,0.0712,0.00541,0.647,0.158,0.0999,149.883,4,dubstep
Fiona Sit,給十年後的我,南瓜車,32,217720,False,0.706,0.439,4,-8.72,0,0.0352,0.728,0.0,0.15,0.492,125.947,4,cantopop
Forever Lost;Anklebreaker,Risen Again (2017 Hardstyle Dna Anthem),Risen Again (2017 Hardstyle Dna Anthem),27,245024,False,0.454,0.95,5,-4.569,1,0.248,0.00144,0.000765,0.53,0.317,150.034,4,hardstyle
Turma do Pagode;Thiago Brava,Atrasadinha / Notificação Preferida (Ao Vivo),Atrasadinha / Notificação Preferida - Ao Vivo,45,346758,False,0.56,0.67,7,-8.81,1,0.0746,0.597,0.0,0.36,0.589,87.139,4,pagode
João Gustavo e Murilo,Viciando (Ao vivo),Casa mais feliz da rua - Ao vivo,40,165750,False,0.565,0.719,4,-8.41,1,0.0509,0.25,0.0,0.158,0.624,160.004,4,forro
Tove Lo;Jax Jones,2 Die 4 (Jax Jones Midnight Snacks Remix),2 Die 4 (Jax Jones Midnight Snacks Remix),62,155989,False,0.702,0.658,10,-7.299,0,0.0655,0.00463,0.0842,0.0611,0.502,125.014,4,swedish
Ludovico Einaudi,Divenire,Fly,59,278933,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,3,ambient
Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),75,212459,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,edm
Ghost,IMPERA,Call Me Little Sunshine,72,284266,False,0.566,0.871,5,-4.833,1,0.0311,0.000674,0.00144,0.107,0.41,88.012,4,hard-rock
Bruce Bruce,Losin' It,White People,22,273506,True,0.434,0.696,2,-19.142,1,0.899,0.915,0.0,0.709,0.15,72.251,3,comedy
ILLENIUM;X Ambassadors;Alan Walker,In Your Arms (with X Ambassadors) [Alan Walker Remix],In Your Arms (with X Ambassadors) [Alan Walker Remix],53,249264,False,0.496,0.691,2,-5.443,1,0.046,0.0697,1.7e-06,0.112,0.199,159.885,4,edm
Hillsong Worship;Brooke Ligertwood,Saviour King (Live),Hosanna,41,376866,False,0.389,0.744,4,-6.983,1,0.0359,0.0782,1.23e-05,0.174,0.114,152.791,4,world-music
Becky G,Shower,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,reggaeton
Pritam;Arijit Singh,"Shayad (From ""Love Aaj Kal"")","Shayad (From ""Love Aaj Kal"")",68,247941,False,0.487,0.456,8,-7.144,1,0.0319,0.789,1.79e-06,0.141,0.348,136.088,4,indian
Loopable;Verter la lluvia,Rain Sounds and other Ambiences (Loopable and without Fade),Pouring Rain - Loopable with No Fade,44,93451,False,0.0,6.19e-05,9,-18.685,1,0.0,0.127,0.999,0.718,0.0,0.0,0,sleep
Gideon,Calloused,Calloused,28,220480,False,0.555,0.994,6,-2.139,1,0.0909,0.00122,0.0,0.362,0.318,114.956,4,death-metal
RADWIMPS;Toaka,Suzume,Suzume,68,236390,False,0.571,0.415,2,-6.572,0,0.0305,0.615,0.0,0.187,0.342,78.025,4,j-pop
サザンオールスターズ,Young Love,太陽は罪な奴,44,261506,False,0.325,0.966,7,-4.597,1,0.221,0.0272,3.01e-05,0.356,0.619,201.51,4,j-pop
Sebastian Maniscalco,Sebastian LIVE,Showering Is An Event,26,297755,True,0.36,0.799,4,-21.068,1,0.887,0.84,0.000167,0.888,0.127,85.036,4,comedy
Alan Menken;Anders Soldh;Gävle Symphony Orchestra;Alexander Hanson,Helt Ny Varld (En) (A Whole New World) - Disney Favourites,The Hunchback of Notre Dame: Some Day (arr. for orchestra),20,197213,False,0.0828,0.194,7,-17.49,1,0.0349,0.898,0.932,0.0672,0.0489,171.933,3,show-tunes
Luminn;Roxanne Emery;Eximinds,Tritonia 399,In The Silence (Tritonia 399) - Eximinds Remix,21,204687,False,0.433,0.816,7,-5.507,1,0.0831,0.14,0.000145,0.557,0.234,131.287,4,trance
Blondie,Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download,Rapture - Rerecorded 2014 Version,25,333505,False,0.691,0.862,11,-4.521,0,0.0395,0.331,0.00317,0.0847,0.909,107.343,4,power-pop
Tomgang,Scaniakusken,Scaniakusken,43,240096,False,0.585,0.731,11,-6.795,1,0.056,0.473,1.23e-05,0.134,0.853,151.95,4,country
Patina Miller;Matthew James Thomas;Andrew Cekala;Ashton Woerz;The Players,Pippin (New Broadway Cast Recording),Finale,29,450773,False,0.348,0.418,10,-8.86,1,0.0348,0.536,0.0,0.148,0.295,145.891,4,show-tunes
meadowzz,subtopia,punks n trunks,37,190285,False,0.688,0.163,0,-15.625,0,0.0823,0.912,0.913,0.175,0.545,70.001,4,study
my little airport,TASTE OF TEARS (Live),K同學 - Live,26,194129,False,0.586,0.42,8,-13.362,0,0.04,0.339,0.0,0.816,0.458,76.219,4,cantopop
Dj Mad Dog,The Fragments Collection,Babylon Dead,21,226516,True,0.414,0.977,4,-2.809,0,0.215,0.000271,0.00289,0.0579,0.218,177.911,4,happy
Jesus Piece,3 Song Tape,Left to Drown,20,120104,False,0.481,0.969,5,-8.917,0,0.0865,0.00811,0.205,0.343,0.0919,146.995,4,black-metal
NORMANDY;Lynn Miller,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Control,27,175336,False,0.709,0.156,3,-17.424,1,0.0357,0.924,7.77e-05,0.0895,0.188,109.799,4,acoustic
Die Heufresser,Partypolizei,Partypolizei,27,164407,False,0.564,0.703,9,-11.456,1,0.0453,0.0204,1.29e-05,0.0908,0.695,163.639,4,party
J Balvin;Maria Becerra,El perreo es el futuro,Qué Más Pues?,0,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,latino
Mark Seibert,Musicalballads: Unplugged,You'll Be In My Heart (Disney's Tarzan),20,226346,False,0.516,0.257,10,-9.138,1,0.0275,0.813,0.0,0.151,0.27,90.008,4,show-tunes
Kacey Musgraves;Camila Cabello,Christmas Best Hits 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country
Cafuné,I'm Blue - Hits of 2022,Tek It,0,191823,False,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4,indie
David Puentez,Pop Brandneu,Don't Let Our Love Die,0,170476,False,0.634,0.724,5,-4.564,1,0.0431,0.129,0.0,0.09,0.302,125.908,4,progressive-house
Boney M.,The Essential Boney M.,Bahama Mama,43,197133,False,0.863,0.791,6,-6.581,0,0.0505,0.0987,0.0118,0.0377,0.966,130.296,4,disco
Justin Bieber,All I want For Christmas Is Music,Only Thing I Ever Get For Christmas,1,192160,False,0.54,0.63,10,-8.032,1,0.0494,0.217,0.0,0.111,0.321,85.648,4,pop
HUGEL;Stefy De Cicco;Hugo Cantarra;Nikol Apatini,4 to the Floor (feat. Nikol Apatini),4 to the Floor (feat. Nikol Apatini),53,176585,False,0.606,0.894,6,-7.37,0,0.0376,0.00379,0.0994,0.0689,0.154,122.983,4,deep-house
Katy Perry,Del gusto de mamá,Firework,1,227973,False,0.637,0.867,8,-3.686,1,0.05,0.143,0.0,0.11,0.652,124.069,4,dance
Os Mutantes,"""Mutantes""",Não Vá Se Perder Por Aí,33,196053,False,0.322,0.925,4,-3.266,1,0.196,0.487,0.0,0.34,0.596,169.618,4,psych-rock
A Day To Remember,What Separates Me From You,All Signs Point To Lauderdale,67,197200,True,0.425,0.983,10,-3.437,1,0.114,0.000263,0.0,0.114,0.513,149.95,4,metalcore
Kenia OS,En Vivo (Acústico),Sirena (Versión Acústica),46,242261,False,0.599,0.477,10,-6.444,1,0.0346,0.75,0.0,0.063,0.455,133.593,4,reggaeton
Sterling Void;Paris Brightledge;Eric Kupper,Nassau Beach Club Ibiza 2021 (DJ Mix),It's All Right - Eric Kupper Remix [Mixed],10,468050,False,0.665,0.867,0,-5.577,1,0.0287,0.00243,0.0206,0.0873,0.648,118.996,4,chicago-house
MAN WITH A MISSION,The World's On Fire,Seven Deadly Sins,56,207000,False,0.368,0.967,8,-1.199,0,0.15,0.00497,0.0,0.223,0.345,142.887,3,anime
Hybrid,Light Of The Fearless,Usual Rules,17,258179,False,0.46,0.566,3,-8.041,0,0.0279,0.0183,2.19e-05,0.127,0.238,110.129,3,breakbeat
Two Lone Swordsmen,The Fifth Mission (Return to the Flightpath Estate),Rico's Helly,13,435826,False,0.866,0.571,0,-13.129,1,0.231,0.481,0.919,0.295,0.759,129.882,4,idm
Guaynaa;Yandel,Perreo Tenebroso Vol. 2,Full Moon,0,185680,False,0.852,0.833,2,-3.959,1,0.0693,0.0774,1.94e-06,0.111,0.622,84.007,4,reggaeton
Inspector;Los Caligaris,Y Qué,Y Qué,43,212368,False,0.686,0.879,8,-6.385,1,0.0421,0.179,0.0,0.148,0.534,144.031,4,ska
Brian Regan,Standing Up,Flying,27,390163,False,0.449,0.934,2,-8.862,1,0.923,0.881,0.0,0.766,0.0913,55.437,4,comedy
Topic;A7S,Weekend Baby,Breaking Me,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,4,electro
Onur Can Özcan,Ah Adam,Bu Değildi,39,184145,False,0.546,0.121,0,-17.448,1,0.0658,0.896,0.0,0.16,0.52,133.87,4,turkish
Alex Ubago,Aviones de cristal,Viajar contigo,33,215106,False,0.601,0.773,0,-5.812,1,0.0297,0.164,0.0,0.105,0.839,131.987,4,spanish
Helker,A.D.N,Igual Que a Vos,19,273188,False,0.48,0.911,2,-1.942,0,0.0374,0.00582,5.12e-05,0.309,0.381,100.038,4,heavy-metal
Yo Yo Honey Singh,Desi Kalakaar,Love Dose,69,224444,False,0.843,0.768,11,-4.554,0,0.117,0.256,0.0,0.614,0.662,139.998,4,pop
Lizzo;DaBaby,Energy Hip Hop,Truth Hurts - DaBaby Remix,0,197610,True,0.706,0.627,4,-2.94,0,0.202,0.193,0.0,0.126,0.38,158.041,4,hip-hop
"Tito ""El Bambino"";Randy",Última Misión Reggaeton,Siente El Boom,0,188733,False,0.804,0.745,4,-5.805,0,0.0744,0.112,0.0,0.0925,0.512,95.024,4,latin
Skank,Maquinarama,Canção Noturna,44,238533,False,0.628,0.735,7,-6.782,1,0.026,0.107,0.118,0.0676,0.683,140.477,4,r-n-b
Frida Ånnevik,Det jeg vil ha (fra deg),Det jeg vil ha (fra deg),40,203263,False,0.486,0.268,8,-11.527,1,0.0313,0.882,7.81e-05,0.103,0.213,109.216,4,j-pop
Simone & Simaria,Simone & Simaria (Ao Vivo),Duvido Você Não Tomar Uma - Ao Vivo,47,190619,False,0.703,0.841,8,-3.529,1,0.0522,0.572,0.0,0.848,0.602,125.966,4,sertanejo
Hang Youth,HET K-WOORD,MET JE AKO-IDEOLOGIE,30,62714,False,0.46,0.735,9,-8.397,0,0.0384,0.0545,0.0,0.387,0.545,93.868,4,hardcore
Opeth,Blackwater Park,Blackwater Park,42,731306,False,0.109,0.854,2,-6.758,1,0.0871,0.000381,0.228,0.197,0.134,79.958,4,death-metal
Anson Seabra,Unloving You,Unloving You,68,153863,False,0.765,0.393,6,-9.616,1,0.0311,0.633,0.0,0.142,0.224,121.909,4,songwriter
Anna of the North,Lovers,Lovers,59,215773,False,0.554,0.486,8,-8.856,1,0.0403,0.458,0.00737,0.136,0.422,94.984,4,soul
Vintersorg,Till Fjalls,Vildmarkens Fortrollande Stammer,20,249613,False,0.164,0.902,0,-8.848,0,0.0662,0.000129,4.97e-06,0.267,0.332,154.731,1,black-metal
BiSH,GOiNG TO DESTRUCTiON,BROKEN,35,267547,False,0.385,0.925,0,-5.48,1,0.0762,1.03e-05,0.253,0.155,0.435,174.125,4,j-rock
Colombo,Station 21 (The Album),Station 21 - Original Mix,10,317016,False,0.845,0.955,11,-5.595,0,0.118,0.00569,0.706,0.0267,0.21,134.011,4,breakbeat
James Hype;Tita Lau,B2B,B2B,54,160000,False,0.799,0.956,0,-6.407,1,0.0679,0.00545,0.568,0.064,0.922,123.998,4,deep-house
Mavado,Mr. Brooks...A Better Tomorrow,Life Of A G,23,165400,False,0.697,0.684,9,-4.196,0,0.0886,0.094,0.0,0.105,0.712,128.85,4,j-dance
Anupam Roy,Brishti Theme Gele,Brishti Theme Gele,33,227456,False,0.751,0.595,0,-5.649,1,0.0361,0.309,0.0,0.0899,0.34,119.967,4,singer-songwriter
Dezza;Lauren L'aimant,Settle,Settle,50,252000,False,0.579,0.716,0,-7.64,0,0.0309,0.113,0.219,0.145,0.133,122.023,4,trance
Mario del Monaco,I grandi tenori,'O sole mio,20,206053,False,0.229,0.262,7,-13.82,1,0.0364,0.927,0.0492,0.145,0.186,90.623,4,opera
Navos;Jaykae,Believe Me (Remix),Believe Me - Remix,55,134289,False,0.664,0.9,5,-5.944,0,0.0602,0.303,0.0,0.356,0.519,124.961,4,groove
BLUE ENCOUNT,Q.E.D,ポラリス,65,224213,False,0.534,0.941,8,-2.561,1,0.077,0.00204,0.00615,0.102,0.573,95.008,4,anime
The Whispers,It's Been Too Long,It's Been Too Long,31,238266,False,0.61,0.493,6,-15.819,1,0.0541,0.0362,6.73e-05,0.037,0.724,81.034,4,disco
Man Cub;JEN,Impressions,Good Enough,51,212500,False,0.48,0.713,4,-5.41,1,0.0497,0.00291,0.0,0.385,0.235,140.08,4,dub
Adam Turley,COLOR,I Like That,53,149569,False,0.72,0.458,8,-8.511,1,0.0452,0.237,0.0,0.0984,0.516,140.077,4,chill
Gowry Lekshmi,"Uyarum (From ""June"")","Uyarum - From ""June""",53,153250,False,0.599,0.56,4,-8.945,1,0.0352,0.462,0.00178,0.12,0.184,129.991,4,malay
The Drifters,Christmas Music - Holiday Hits,White Christmas,0,158533,False,0.578,0.182,8,-10.424,1,0.0444,0.825,5e-06,0.144,0.477,127.363,4,rockabilly
Adelitas Way,Notorious,Notorious,58,170177,False,0.53,0.967,0,-2.108,1,0.0657,0.000507,0.205,0.0786,0.642,99.962,4,grunge
Topic;Robin Schulz;Nico Santos;Paul van Dyk,EDM Gaming Music Autumn/Winter 2022,In Your Arms (For An Angel),0,150476,False,0.694,0.828,11,-4.653,0,0.0336,0.0399,0.0,0.0796,0.407,126.002,4,house
Linkin Park;Aaron Lewis,Reanimation,Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis],48,340253,False,0.415,0.528,4,-7.564,1,0.0293,0.088,0.00595,0.0746,0.0479,105.217,4,grunge
Suicide Silence,Become the Hunter,Love Me to Death,50,255033,True,0.327,0.991,9,-4.522,1,0.16,1.84e-05,0.84,0.311,0.111,137.21,4,metalcore
UniqeCorn,Study Buddy,Study Buddy,27,145969,False,0.736,0.365,1,-14.244,0,0.0354,0.668,0.84,0.148,0.409,135.932,4,study
Alexis Ffrench,The Secret Piano,Last Song,52,115227,False,0.431,0.0775,4,-23.964,1,0.0706,0.996,0.933,0.0806,0.29,64.86,4,ambient
Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Sweet Pain,27,388266,False,0.555,0.272,7,-15.373,0,0.0323,0.35,0.642,0.097,0.167,74.913,4,ambient
Mala Rodríguez,Rap x siempre,Tengo Un Trato - Remastered 2015,0,168475,True,0.917,0.638,2,-5.483,1,0.132,0.018,0.0,0.0561,0.836,93.016,4,spanish
3 Doors Down,Emo Christmas 2022,It's Not My Time - Acoustic,0,238373,False,0.674,0.58,0,-8.081,1,0.0312,0.311,2.41e-05,0.198,0.305,128.003,4,alt-rock
Carl Smith,I Love You Because,"Mister, Come and Get Your Wife",10,159240,False,0.588,0.5,2,-9.639,1,0.0324,0.771,0.0,0.0561,0.714,127.196,4,honky-tonk
Mickie Krause,Ballermann Hits Party 2023,Für Dich,0,229740,False,0.643,0.996,5,-2.635,1,0.0775,0.0059,0.0,0.163,0.382,139.966,4,german
Robin Schulz;Akon,Sugar,Heatwave (feat. Akon),58,187126,False,0.702,0.82,7,-4.323,0,0.063,0.196,0.0,0.156,0.52,107.936,4,german
Sabbotage,Wer Mallorca liebt,Wer Mallorca liebt,25,199111,False,0.728,0.936,6,-2.816,1,0.0447,0.0825,1.57e-06,0.143,0.852,135.009,4,party
Yuvan Shankar Raja;Dhanush,"Rendu Raaja (From ""Naane Varuvean"")",Rendu Raaja,66,202718,False,0.607,0.695,0,-9.537,1,0.0567,0.163,4.26e-06,0.109,0.594,150.061,4,pop
Shane & Shane,"Psalms, Vol. 2",Psalm 34 (Taste and See),50,326652,False,0.557,0.393,2,-8.304,1,0.0331,0.11,0.0,0.38,0.238,114.048,4,world-music
Pete Bernhard,Harmony Ascension Division,Long Night,10,184973,False,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,honky-tonk
Oliver Wallace;Frank Churchill,Dumbo,"Circus Parade - From ""Dumbo""/Score",23,88426,False,0.629,0.76,10,-11.851,1,0.0957,0.96,0.885,0.231,0.896,144.114,4,disney
Keenan Te,Dependent,Dependent,64,198320,False,0.474,0.336,5,-13.871,1,0.108,0.907,2.71e-05,0.121,0.458,74.961,4,singer-songwriter
Lil Dicky,Professional Rapper,Bruh...,54,262984,True,0.906,0.888,2,-7.275,1,0.152,0.182,0.0,0.934,0.756,105.991,4,comedy
Anenon,Tongue,Pure,9,236000,False,0.254,0.535,7,-14.755,0,0.0786,0.257,0.888,0.403,0.287,99.955,4,idm
Pendulum,Immersion,"The Island, Pt. I (Dawn)",55,320173,False,0.578,0.893,9,-3.615,0,0.0557,6.15e-05,0.00629,0.147,0.373,126.018,4,drum-and-bass
Los Prisioneros,"Estadio Nacional (En Vivo, Remasterizado 2019)",Paramar (En Vivo),35,267918,False,0.449,0.838,2,-5.293,1,0.048,0.0539,0.00148,0.72,0.366,137.382,4,hardcore
Marshmello;Omar LinX,Joytime,Keep It Mello (feat. Omar LinX),60,243380,True,0.686,0.888,1,-3.348,1,0.0857,0.00134,0.000689,0.0736,0.108,142.015,4,progressive-house
The Mayries,As It Was,As It Was,55,176542,False,0.505,0.21,11,-11.349,1,0.0295,0.907,0.0,0.11,0.323,80.721,4,acoustic
Andy Hui,On My Story,一步一生,46,210280,False,0.456,0.499,3,-7.131,1,0.0338,0.542,0.0,0.203,0.37,100.188,4,cantopop
Percy Sledge,Christmas Music - Holiday Hits,Christmas Wish - 2000 Remaster,0,160226,False,0.58,0.434,3,-11.04,1,0.0293,0.833,0.00162,0.135,0.399,78.612,4,soul
TerrorClown,Terror Machine Records Sampler 6,Abc Fck U,31,216006,False,0.56,0.859,2,-7.782,1,0.0927,0.0046,6.19e-06,0.0633,0.419,140.089,4,hardcore
Siouxsie and the Banshees,Halloween Scary Party,Halloween,0,221466,False,0.223,0.91,7,-7.097,1,0.08,0.0116,0.000518,0.212,0.364,171.75,4,alt-rock
Linkin Park,Hybrid Theory (Bonus Edition),Points of Authority,68,200240,False,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,4,alternative
Garrobos,Un Segundo Más...,Sangre,31,173590,False,0.471,0.874,5,-5.251,1,0.0404,0.00283,0.0028,0.333,0.94,152.147,4,hardcore
George Jones;The Jones Boys,Sings More New Favorites,Not What I Had In Mind,12,144853,False,0.735,0.392,11,-8.235,1,0.0281,0.542,0.0,0.125,0.758,119.449,4,honky-tonk
Good Riddance,A Comprehensive Guide to Moderne Rebellion,Thinking of Me,30,128906,False,0.3,0.972,5,-6.401,1,0.074,0.00128,6.56e-05,0.0973,0.181,148.138,4,hardcore
Mr.Children,Q,NOT FOUND,42,294000,False,0.323,0.695,2,-6.352,1,0.0392,0.00724,0.0,0.115,0.274,121.876,3,j-pop
Peggy Lee,Jingle Bell Rock 2022,Happy Holiday,0,115506,False,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,soul
Tainy;Anuel AA;Ozuna,Perreo Tenebroso Vol. 2,Adicto,0,270740,False,0.734,0.836,10,-4.803,0,0.0736,0.0171,1.71e-05,0.179,0.622,80.002,4,reggae
Sujatha,Natturajavu (Original Motion Picture Soundtrack),Meymasam - Female Vocals,25,290876,False,0.737,0.795,11,-9.232,0,0.145,0.223,1.34e-06,0.214,0.74,119.968,4,malay
HELLYEAH,UNDEN!ABLE (Deluxe 2.0),Love Falls,23,274164,False,0.583,0.889,7,-4.112,1,0.035,0.00235,0.0,0.642,0.301,110.023,4,industrial
BTS,Proof,Boy In Luv,62,231384,False,0.492,0.931,9,-3.837,0,0.297,0.00244,0.0,0.353,0.444,166.071,4,k-pop
Turma do Pagode;Aviões do Forró,Turma do Pagode XV Anos (Ao Vivo),Puxa Agarra e Beija (feat. Aviões do Forró) - Ao Vivo,49,173053,False,0.534,0.95,2,-4.694,1,0.14,0.63,0.0,0.958,0.847,165.805,4,sertanejo
Gryffin;Elley Duhé,Electro sounds,Tie Me Down,0,218239,False,0.608,0.845,6,-2.292,1,0.0597,0.136,0.0,0.111,0.322,98.976,4,house
Inquisition,Magnificent Glorification of Lucifer,Magnificent Glorification of Lucifer,17,260426,False,0.213,0.924,3,-5.622,1,0.0821,5.06e-05,0.877,0.0811,0.205,127.25,4,black-metal
Armando,100 % of Disin U - Remixes,100% of Disin' You,9,223920,False,0.969,0.664,4,-8.638,0,0.327,0.0114,0.351,0.0778,0.736,127.097,4,chicago-house
Jason Derulo,Upbeat 20's,Slidin',5,156300,False,0.678,0.849,11,-2.11,0,0.125,0.172,0.0,0.0996,0.764,100.005,4,dance
Bill Evans Trio,Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster),My Foolish Heart,60,297320,False,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,4,jazz
untrusted;pretence;11:11 Music Group,"eyes blue or brown, can't remember","eyes blue or brown, can't remember",66,180833,False,0.751,0.354,10,-14.518,1,0.446,0.885,0.179,0.206,0.781,143.87,4,chill
Ludovico Einaudi,Undiscovered,Choros - Remastered 2020,50,350040,False,0.464,0.493,9,-11.77,0,0.038,0.793,0.757,0.0986,0.0391,90.534,4,ambient
NTRL,XXV,Sorry,42,229213,False,0.532,0.85,11,-7.375,1,0.0572,0.00165,0.582,0.187,0.421,95.991,3,punk
The Human League,The Greatest Hits,Human - Edit,59,228866,False,0.636,0.559,8,-10.313,1,0.0249,0.0562,0.000754,0.0562,0.512,101.4,4,synth-pop
Howie Day,Sound The Alarm,Longest Night,43,215746,False,0.231,0.636,11,-7.257,1,0.0339,0.00402,0.0,0.0504,0.244,202.098,3,acoustic
Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,84,176000,False,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,4,reggaeton
Sam Paganini,Satellite,Rave,55,405699,False,0.763,0.807,5,-7.399,0,0.044,0.000137,0.909,0.295,0.33,124.989,4,deep-house
Mahalia,Sad Girls,Plastic Plants,0,199533,False,0.823,0.441,8,-7.645,1,0.156,0.636,7.68e-05,0.114,0.752,135.947,4,alternative
Gabrielle Aplin;JP Cooper,Dear Happy,Losing Me,61,181760,False,0.66,0.407,7,-8.381,1,0.0571,0.236,0.0,0.109,0.257,133.86,4,singer-songwriter
Israel Novaes;MC Teteu,Convite (Ao Vivo),Convite - Ao Vivo,41,189427,False,0.761,0.874,9,-3.525,0,0.0372,0.197,0.0,0.383,0.934,123.956,4,forro
Don Omar,Perreo Tenebroso Vol. 4,Guaya Guaya,0,194013,False,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,reggaeton
Rvssian;Anuel AA;Juice WRLD,No Me Ame,No Me Ame,63,180000,False,0.68,0.766,11,-4.799,0,0.0923,0.0411,0.0,0.116,0.28,160.095,4,latino
The Weeknd;Daft Punk,Sunny Mornings,I Feel It Coming,3,269186,False,0.773,0.82,0,-5.897,0,0.115,0.394,0.0,0.0739,0.555,92.996,4,pop
Arijit Anand,Hai Koi Khayaal,Hai Koi Khayaal,7,186538,False,0.37,0.158,2,-13.782,0,0.0347,0.886,0.0,0.249,0.545,124.804,3,songwriter
Thorbjørn Harr,Karsten og Petra - Sangene fra filmene og TV-serien,Fise-vise,39,124753,False,0.526,0.674,7,-6.896,1,0.21,0.671,0.0,0.285,0.963,94.286,3,disney
Azzy,Privê,Privê,48,186947,True,0.657,0.384,7,-8.759,1,0.217,0.0301,0.0,0.0643,0.147,126.664,5,brazil
Queen Latifah,Hairspray (Soundtrack To The Motion Picture),"Big, Blonde and Beautiful",41,155306,False,0.609,0.834,0,-4.639,0,0.0512,0.105,0.0,0.407,0.705,102.092,4,j-pop
Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,metal
Álvaro Tito,Pregador Antigo,Não Há Barreiras,35,260937,False,0.45,0.565,4,-7.687,1,0.0284,0.16,8.87e-05,0.167,0.513,142.918,4,groove
Janelle Monáe,2Step - Pop R'n'B,Make Me Feel,0,194230,True,0.859,0.413,1,-7.399,1,0.18,0.136,0.0,0.334,0.699,115.036,4,electro
M. S. Subbulakshmi;Radha Viswanathan,Lakshmi Kataksham - M.S. Subbulakshmi,Excerpts From Suprabhatam - Mssubbulakshmi,38,87760,False,0.72,0.309,7,-7.625,1,0.333,0.936,0.0,0.132,0.669,96.695,5,classical
KAS:ST;Gordo;Ki Bae,Leaving Earth,Leaving Earth,49,303431,False,0.573,0.891,4,-7.074,0,0.0452,0.00908,0.835,0.0601,0.038,129.976,4,techno
Bhavdeep Jaipurwale,Hari Keertan Mala,Govind Bolo Hari Gopal Bolo,36,383260,False,0.607,0.466,2,-9.994,1,0.0309,0.664,0.0,0.216,0.653,85.707,4,folk
Elba Ramalho;Dominguinhos,Baião De Dois,Gostoso Demais,40,234160,False,0.564,0.606,2,-12.175,1,0.0664,0.599,9.33e-05,0.275,0.803,175.539,4,mpb
Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),79,137875,True,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,4,hip-hop
BOØWY,SINGLES,“16”,35,236146,False,0.555,0.935,4,-5.294,1,0.112,0.0114,0.00176,0.214,0.376,99.475,4,j-rock
Tony Rice Unit,Manzanita,Blackberry Blossom,27,159133,False,0.457,0.602,7,-11.774,1,0.0361,0.153,0.897,0.132,0.769,129.507,4,bluegrass
